Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
33070320,04/05/2016 06:14:46 PM,04/06/2016 02:33:58 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11236,1938 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,AVENUE N,SEAVIEW AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,05/12/2016 02:33:24 PM,04/06/2016 02:33:58 PM,18 BROOKLYN,BROOKLYN,1014446,170695,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63514345163201,-73.891205385625,"(40.63514345163201, -73.891205385625)"
33071130,04/06/2016 12:07:37 PM,04/07/2016 04:03:30 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11226,957 FLATBUSH AVENUE,FLATBUSH AVENUE,SNYDER AVENUE,ALBEMARLE ROAD,,,ADDRESS,BROOKLYN,,N/A,Closed,05/13/2016 04:03:25 PM,04/07/2016 04:03:30 PM,14 BROOKLYN,BROOKLYN,995849,175434,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64819486298503,-73.95820124177172,"(40.64819486298503, -73.95820124177172)"
33082318,04/07/2016 11:17:29 AM,04/08/2016 12:04:22 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11106,29-01 BROADWAY,BROADWAY,29 STREET,30 STREET,,,ADDRESS,ASTORIA,,N/A,Closed,05/14/2016 12:03:25 PM,04/08/2016 12:04:22 PM,01 QUEENS,QUEENS,1004511,217149,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76267707032424,-73.92686090593882,"(40.76267707032424, -73.92686090593882)"
33085221,04/07/2016 08:17:51 PM,04/11/2016 10:34:09 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11420,123-36 ROCKAWAY BOULEVARD,ROCKAWAY BOULEVARD,124 STREET,124 STREET,,,ADDRESS,SOUTH OZONE PARK,,N/A,Closed,05/17/2016 10:33:28 AM,04/11/2016 10:34:09 AM,10 QUEENS,QUEENS,1035899,185421,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67546389627003,-73.8137987483986,"(40.67546389627003, -73.8137987483986)"
33093060,04/09/2016 07:17:02 AM,04/11/2016 11:03:38 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11235,3033 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,NEPTUNE AVENUE,BRIGHTON 10 COURT,,,ADDRESS,BROOKLYN,,N/A,Closed,05/17/2016 11:03:30 AM,04/11/2016 11:03:38 AM,13 BROOKLYN,BROOKLYN,995382,151277,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.581889502700356,-73.95992397419,"(40.581889502700356, -73.95992397419)"
33095654,04/09/2016 06:35:53 PM,04/11/2016 06:03:32 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10009,63 AVENUE D,AVENUE D,EAST 5 STREET,EAST 6 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,05/17/2016 06:03:24 PM,04/11/2016 06:03:32 PM,03 MANHATTAN,MANHATTAN,990561,202340,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7220510237684,-73.9772321503916,"(40.7220510237684, -73.9772321503916)"
33099812,04/10/2016 03:19:01 AM,04/12/2016 05:04:15 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Prohibited Item Sale to Minor,,10312,901 HUGUENOT AVENUE,HUGUENOT AVENUE,NYCTA SUBWAY,AMBOY ROAD,,,ADDRESS,STATEN ISLAND,,N/A,Closed,05/18/2016 05:03:26 PM,04/12/2016 05:04:15 PM,03 STATEN ISLAND,STATEN ISLAND,930874,133312,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.5324254421467,-74.19201549516404,"(40.5324254421467, -74.19201549516404)"
33110366,04/11/2016 10:30:38 AM,04/12/2016 03:03:33 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10002,88A DELANCEY STREET,DELANCEY STREET,ORCHARD STREET,LUDLOW STREET,,,ADDRESS,NEW YORK,,N/A,Closed,04/15/2016 10:30:38 AM,04/12/2016 03:03:33 PM,03 MANHATTAN,MANHATTAN,987143,201217,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71897043761214,-73.9895635645932,"(40.71897043761214, -73.9895635645932)"
33124300,04/13/2016 08:56:25 AM,04/14/2016 11:03:44 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10301,145A WESTERVELT AVENUE,WESTERVELT AVENUE,CLEVELAND STREET,CURTIS PLACE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,05/20/2016 11:03:26 AM,04/14/2016 11:03:44 AM,01 STATEN ISLAND,STATEN ISLAND,960707,174045,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64435866200345,-74.08483590858542,"(40.64435866200345, -74.08483590858542)"
33125099,04/13/2016 10:23:47 PM,04/15/2016 10:34:02 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Prohibited Item Sale to Minor,,10029,1978 1 AVENUE,1 AVENUE,EAST 101 STREET,EAST 102 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,05/21/2016 10:33:27 AM,04/15/2016 10:34:02 AM,11 MANHATTAN,MANHATTAN,1000313,225994,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78696289325098,-73.94199389216485,"(40.78696289325098, -73.94199389216485)"
33128149,04/13/2016 05:28:42 PM,04/14/2016 12:34:07 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11366,,,,,76 AVENUE,164 STREET,INTERSECTION,FRESH MEADOWS,,N/A,Closed,04/17/2016 05:28:42 PM,04/14/2016 12:34:07 PM,08 QUEENS,QUEENS,1038313,203743,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7257389614598,-73.80494891866414,"(40.7257389614598, -73.80494891866414)"
33131159,04/14/2016 03:36:04 PM,04/15/2016 12:03:49 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10461,73 WESTCHESTER SQUARE,WESTCHESTER SQUARE,FINK AVENUE,WESTCHESTER AVENUE,,,ADDRESS,BRONX,,N/A,Closed,05/21/2016 12:03:26 PM,04/15/2016 12:03:49 PM,10 BRONX,BRONX,1027830,245690,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84092997395074,-73.8424977868226,"(40.84092997395074, -73.8424977868226)"
33140143,04/15/2016 11:17:42 AM,04/18/2016 11:03:38 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11433,105-15 177 STREET,177 STREET,105 AVENUE,106 AVENUE,,,ADDRESS,JAMAICA,,N/A,Closed,05/24/2016 11:03:31 AM,04/18/2016 11:03:38 AM,12 QUEENS,QUEENS,1044923,195617,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70339223444409,-73.78117437508217,"(40.70339223444409, -73.78117437508217)"
33146420,04/16/2016 10:40:10 AM,04/18/2016 02:34:26 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Prohibited Item Sale to Minor,,11212,714 ROCKAWAY AVENUE,ROCKAWAY AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,04/20/2016 10:40:10 AM,04/18/2016 02:34:26 PM,16 BROOKLYN,BROOKLYN,1009538,180564,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66224707464659,-73.90885164089939,"(40.66224707464659, -73.90885164089939)"
33147440,04/16/2016 10:04:40 AM,04/18/2016 11:33:43 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11366,179-02 UNION TURNPIKE,UNION TURNPIKE,179 STREET,180 STREET,,,ADDRESS,FRESH MEADOWS,,N/A,Closed,05/24/2016 11:33:34 AM,04/18/2016 11:33:43 AM,08 QUEENS,QUEENS,1042753,204086,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72665216011864,-73.7889271517786,"(40.72665216011864, -73.7889271517786)"
33156173,04/18/2016 07:04:13 PM,04/19/2016 11:04:36 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11106,29-01 BROADWAY,BROADWAY,29 STREET,30 STREET,,,ADDRESS,ASTORIA,,N/A,Closed,05/25/2016 11:03:26 AM,04/19/2016 11:04:36 AM,01 QUEENS,QUEENS,1004511,217149,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76267707032424,-73.92686090593882,"(40.76267707032424, -73.92686090593882)"
33160130,04/18/2016 03:36:15 PM,04/19/2016 12:33:37 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11215,321 THIRD AVENUE,THIRD AVENUE,1 STREET,2 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,05/25/2016 12:33:25 PM,04/19/2016 12:33:37 PM,06 BROOKLYN,BROOKLYN,987839,185633,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.676195732400515,-73.9870610636326,"(40.676195732400515, -73.9870610636326)"
33168600,04/19/2016 10:42:32 AM,04/20/2016 03:03:36 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11419,129-02 LIBERTY AVENUE,LIBERTY AVENUE,129 STREET,130 STREET,,,ADDRESS,SOUTH RICHMOND HILL,,N/A,Closed,05/26/2016 03:03:24 PM,04/20/2016 03:03:36 PM,10 QUEENS,QUEENS,1035235,190476,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6893425393029,-73.81615429864897,"(40.6893425393029, -73.81615429864897)"
33168642,04/19/2016 03:22:31 PM,04/20/2016 10:34:48 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10304,99 WATER STREET,WATER STREET,BEACH STREET,CANAL STREET,,,ADDRESS,STATEN ISLAND,,N/A,Closed,05/26/2016 10:33:29 AM,04/20/2016 10:34:48 AM,01 STATEN ISLAND,STATEN ISLAND,962834,167741,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62706092870314,-74.07715137771926,"(40.62706092870314, -74.07715137771926)"
33182140,04/21/2016 01:17:36 PM,04/22/2016 12:03:35 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11212,890 ROCKAWAY AVENUE,ROCKAWAY AVENUE,LOTT AVENUE,HEGEMAN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,05/28/2016 12:03:30 PM,04/22/2016 12:03:35 PM,16 BROOKLYN,BROOKLYN,1009864,178904,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65768980570749,-73.90768290931152,"(40.65768980570749, -73.90768290931152)"
33201810,04/23/2016 09:40:18 AM,04/25/2016 05:04:03 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10474,,,,,FAILE STREET,LAFAYETTE AVENUE,INTERSECTION,BRONX,,N/A,Closed,04/27/2016 09:40:18 AM,04/25/2016 05:04:04 PM,02 BRONX,BRONX,1015505,236876,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.816790308508004,-73.88708249761898,"(40.816790308508004, -73.88708249761898)"
33238925,04/29/2016 10:38:30 PM,05/02/2016 03:03:47 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11217,700 FULTON STREET,FULTON STREET,SOUTH PORTLAND AVENUE,GREENE AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,06/07/2016 03:03:27 PM,05/02/2016 03:03:47 PM,02 BROOKLYN,BROOKLYN,991485,189239,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.686091153711025,-73.97391276187159,"(40.686091153711025, -73.97391276187159)"
33243316,04/29/2016 09:34:43 PM,05/02/2016 12:03:57 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11217,700 FULTON STREET,FULTON STREET,SOUTH PORTLAND AVENUE,GREENE AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,06/07/2016 12:03:27 PM,05/02/2016 12:03:57 PM,02 BROOKLYN,BROOKLYN,991485,189239,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.686091153711025,-73.97391276187159,"(40.686091153711025, -73.97391276187159)"
33251999,04/30/2016 02:14:26 PM,05/02/2016 03:03:44 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11237,173 WYCKOFF AVENUE,WYCKOFF AVENUE,STANHOPE STREET,HIMROD STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,06/07/2016 03:03:26 PM,05/02/2016 03:03:44 PM,04 BROOKLYN,BROOKLYN,1007140,195485,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7032083269477,-73.9174443283156,"(40.7032083269477, -73.9174443283156)"
33258670,05/02/2016 04:00:46 PM,05/03/2016 02:04:30 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11105,27-19 21 AVENUE,21 AVENUE,27 STREET,28 STREET,,,ADDRESS,ASTORIA,,N/A,Closed,06/08/2016 02:03:26 PM,05/03/2016 02:04:30 PM,01 QUEENS,QUEENS,1008999,223284,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.779504612081936,-73.91063733362915,"(40.779504612081936, -73.91063733362915)"
33264979,05/02/2016 04:51:13 PM,05/03/2016 02:04:32 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10461,3026 BUHRE AVENUE,BUHRE AVENUE,HOBART AVENUE,JARVIS AVENUE,,,ADDRESS,BRONX,,N/A,Closed,06/08/2016 02:03:26 PM,05/03/2016 02:04:32 PM,10 BRONX,BRONX,1030952,248049,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.847388766384974,-73.83119818349789,"(40.847388766384974, -73.83119818349789)"
33287001,05/05/2016 08:32:46 PM,05/09/2016 10:04:25 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11378,52-46 69 STREET,69 STREET,52 ROAD,52 DRIVE,,,ADDRESS,MASPETH,,N/A,Closed,06/14/2016 10:03:33 AM,05/09/2016 10:04:26 AM,05 QUEENS,QUEENS,1013108,206100,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7323264823481,-73.89587449386377,"(40.7323264823481, -73.89587449386377)"
33289432,05/05/2016 01:16:47 PM,05/06/2016 11:03:46 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11373,81-20 BAXTER AVENUE,BAXTER AVENUE,KETCHAM STREET,41 AVENUE,,,ADDRESS,ELMHURST,,N/A,Closed,06/11/2016 11:03:27 AM,05/06/2016 11:03:46 AM,04 QUEENS,QUEENS,1016409,210953,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74563536596783,-73.8839406306675,"(40.74563536596783, -73.8839406306675)"
33295188,05/06/2016 02:00:51 PM,05/09/2016 10:34:18 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10314,3555 VICTORY BOULEVARD,VICTORY BOULEVARD,CRANE STREET,TRAVIS AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,06/14/2016 10:33:32 AM,05/09/2016 10:34:18 AM,02 STATEN ISLAND,STATEN ISLAND,935262,158331,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.60112291247189,-74.17641135061086,"(40.60112291247189, -74.17641135061086)"
33296479,05/06/2016 05:10:06 PM,05/09/2016 10:34:11 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10457,730 EAST TREMONT AVENUE,EAST TREMONT AVENUE,CLINTON AVENUE,PROSPECT AVENUE,,,ADDRESS,BRONX,,N/A,Closed,06/14/2016 10:33:28 AM,05/09/2016 10:34:12 AM,06 BRONX,BRONX,1014701,247086,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84481661524329,-73.88994082624815,"(40.84481661524329, -73.88994082624815)"
33306588,05/08/2016 08:46:37 PM,05/09/2016 12:33:45 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10314,3555 VICTORY BOULEVARD,VICTORY BOULEVARD,CRANE STREET,TRAVIS AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,05/12/2016 08:46:37 PM,05/09/2016 12:33:45 PM,02 STATEN ISLAND,STATEN ISLAND,935262,158331,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.60112291247189,-74.17641135061086,"(40.60112291247189, -74.17641135061086)"
33352084,05/14/2016 05:59:01 PM,05/17/2016 01:33:59 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11209,9124 4 AVENUE,4 AVENUE,91 STREET,92 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,06/22/2016 01:33:33 PM,05/17/2016 01:34:00 PM,10 BROOKLYN,BROOKLYN,975933,164758,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61889519989757,-74.0299584161462,"(40.61889519989757, -74.0299584161462)"
33358720,05/14/2016 04:55:40 PM,05/16/2016 01:34:33 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10308,3925 AMBOY ROAD,AMBOY ROAD,BEND,HILLSIDE TERRACE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,06/21/2016 01:33:31 PM,05/16/2016 01:34:33 PM,03 STATEN ISLAND,STATEN ISLAND,942773,140240,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.55150508176421,-74.14925244205924,"(40.55150508176421, -74.14925244205924)"
33372848,05/17/2016 08:35:02 AM,05/17/2016 12:04:11 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11224,2901 MERMAID AVENUE,MERMAID AVENUE,WEST 29 STREET,WEST 30 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,06/22/2016 12:03:37 PM,05/17/2016 12:04:11 PM,13 BROOKLYN,BROOKLYN,985488,148926,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.57544337413807,-73.99554353844375,"(40.57544337413807, -73.99554353844375)"
33401947,05/20/2016 09:18:57 AM,05/23/2016 12:34:10 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11377,,,,,BROADWAY,64 STREET,INTERSECTION,WOODSIDE,,N/A,Closed,05/24/2016 09:18:57 AM,05/23/2016 12:34:10 PM,02 QUEENS,QUEENS,1012352,212437,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74972239310944,-73.89857581807675,"(40.74972239310944, -73.89857581807675)"
33402972,05/20/2016 05:47:30 PM,05/23/2016 11:04:05 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11209,7015 3 AVENUE,3 AVENUE,OVINGTON AVENUE,71 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,06/28/2016 11:03:31 AM,05/23/2016 11:04:05 AM,10 BROOKLYN,BROOKLYN,976884,170439,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63448919226293,-74.02653904752155,"(40.63448919226293, -74.02653904752155)"
33409429,05/21/2016 05:38:18 PM,05/23/2016 02:33:45 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11212,9 BLAKE AVENUE,BLAKE AVENUE,EAST 98 STREET,UNION STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,06/28/2016 02:33:39 PM,05/23/2016 02:33:45 PM,16 BROOKLYN,BROOKLYN,1006101,181170,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66391955906226,-73.92123803220909,"(40.66391955906226, -73.92123803220909)"
33411273,05/22/2016 02:06:22 AM,05/23/2016 12:34:14 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10457,229 EAST 181 STREET,EAST 181 STREET,ANTHONY AVENUE,RYER AVENUE,,,ADDRESS,BRONX,,N/A,Closed,06/28/2016 12:33:35 PM,05/23/2016 12:34:14 PM,05 BRONX,BRONX,1011707,250571,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85439172088463,-73.90074777117101,"(40.85439172088463, -73.90074777117101)"
33415278,05/22/2016 09:21:37 AM,05/23/2016 12:34:16 PM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,10035,1486 5 AVENUE,5 AVENUE,EAST 119 STREET,EAST 120 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,06/28/2016 12:33:36 PM,05/23/2016 12:34:16 PM,10 MANHATTAN,MANHATTAN,999510,231783,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.802853550120915,-73.94488050086633,"(40.802853550120915, -73.94488050086633)"
33417592,05/23/2016 11:13:44 AM,05/24/2016 10:34:04 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11208,120 AUTUMN AVENUE,AUTUMN AVENUE,ETNA STREET,DANFORTH STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,06/29/2016 10:33:29 AM,05/24/2016 10:34:04 AM,05 BROOKLYN,BROOKLYN,1020008,189746,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68741347741798,-73.87106478469558,"(40.68741347741798, -73.87106478469558)"
33420791,05/23/2016 08:38:09 AM,05/24/2016 10:34:02 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11233,309 SARATOGA AVENUE,SARATOGA AVENUE,PACIFIC STREET,DEAN STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,06/29/2016 10:33:28 AM,05/24/2016 10:34:02 AM,16 BROOKLYN,BROOKLYN,1007386,185291,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67522751398014,-73.91659210643087,"(40.67522751398014, -73.91659210643087)"
33430298,05/24/2016 02:55:27 PM,05/25/2016 10:34:09 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,11235,392 NEPTUNE AVENUE,NEPTUNE AVENUE,BRIGHTON 1 STREET,OCEAN PARKWAY,,,ADDRESS,BROOKLYN,,N/A,Closed,06/30/2016 10:33:32 AM,05/25/2016 10:34:09 AM,13 BROOKLYN,BROOKLYN,993410,150757,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.58046446262354,-73.96702402446564,"(40.58046446262354, -73.96702402446564)"
